id,name,power,category,subcategory,brand,running_cost_per_year,energy_rating,efficiency,source,model_number,water_per_cycle_liters,water_per_year_liters,capacity_kg,place_settings
"etl_23_86493","SK 530P-250-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86492","SK 510P-112-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86491","SK 510P-751-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86490","SK 510P-551-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86489","SK 510P-401-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86488","SK 510P-301-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86487","SK 510P-221-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86486","SK 510P-151-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86485","SK 510P-111-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86484","SK 510P-750-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86483","SK 510P-550-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86482","SK 510P-370-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86481","SK 510P-250-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86480","SK 510P-221-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86479","SK 510P-151-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86478","SK 510P-111-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86477","SK 510P-750-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86476","SK 510P-550-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86475","SK 510P-370-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86474","SK 510P-250-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86450","SK 500P-112-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86449","SK 500P-751-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86448","SK 500P-551-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86447","SK 500P-401-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86446","SK 500P-301-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86445","SK 500P-221-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86444","SK 500P-151-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86443","SK 500P-111-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86442","SK 500P-750-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86441","SK 500P-550-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86440","SK 500P-370-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86439","SK 500P-250-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86438","SK 500P-221-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86437","SK 500P-151-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86436","SK 500P-111-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86435","SK 500P-750-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86434","SK 500P-550-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86433","SK 500P-370-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86432","SK 500P-250-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86504","SK 530P-111-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86503","SK 530P-750-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86502","SK 530P-550-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86501","SK 530P-370-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86500","SK 530P-250-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86499","SK 530P-221-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86498","SK 530P-151-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86497","SK 530P-111-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86496","SK 530P-750-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86495","SK 530P-550-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86494","SK 530P-370-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86493","SK 530P-250-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86492","SK 510P-112-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86491","SK 510P-751-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86490","SK 510P-551-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86489","SK 510P-401-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86488","SK 510P-301-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86487","SK 510P-221-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86486","SK 510P-151-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86485","SK 510P-111-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86484","SK 510P-750-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86483","SK 510P-550-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86482","SK 510P-370-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86481","SK 510P-250-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86480","SK 510P-221-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86479","SK 510P-151-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86478","SK 510P-111-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86477","SK 510P-750-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86476","SK 510P-550-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86475","SK 510P-370-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86474","SK 510P-250-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86450","SK 500P-112-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86449","SK 500P-751-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86448","SK 500P-551-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86447","SK 500P-401-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86446","SK 500P-301-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86445","SK 500P-221-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86444","SK 500P-151-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86443","SK 500P-111-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86442","SK 500P-750-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86441","SK 500P-550-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86440","SK 500P-370-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86439","SK 500P-250-340-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86438","SK 500P-221-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86437","SK 500P-151-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86436","SK 500P-111-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86435","SK 500P-750-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86434","SK 500P-550-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_9_86433","SK 500P-370-123-A","Appliances","Hand Dryers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86432","SK 500P-250-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86504","SK 530P-111-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86503","SK 530P-750-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86502","SK 530P-550-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86501","SK 530P-370-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86500","SK 530P-250-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86499","SK 530P-221-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86498","SK 530P-151-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86497","SK 530P-111-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86496","SK 530P-750-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86495","SK 530P-550-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86494","SK 530P-370-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86493","SK 530P-250-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86492","SK 510P-112-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86491","SK 510P-751-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86490","SK 510P-551-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86489","SK 510P-401-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86488","SK 510P-301-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86487","SK 510P-221-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86486","SK 510P-151-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86485","SK 510P-111-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86484","SK 510P-750-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86483","SK 510P-550-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86482","SK 510P-370-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86481","SK 510P-250-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86480","SK 510P-221-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86479","SK 510P-151-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86478","SK 510P-111-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86477","SK 510P-750-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86476","SK 510P-550-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86475","SK 510P-370-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86474","SK 510P-250-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86450","SK 500P-112-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86449","SK 500P-751-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86448","SK 500P-551-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86447","SK 500P-401-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86446","SK 500P-301-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86445","SK 500P-221-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86444","SK 500P-151-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86443","SK 500P-111-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86442","SK 500P-750-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86441","SK 500P-550-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86440","SK 500P-370-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86439","SK 500P-250-340-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86438","SK 500P-221-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86437","SK 500P-151-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86436","SK 500P-111-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86435","SK 500P-750-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86434","SK 500P-550-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_7_86433","SK 500P-370-123-A","Heating","Heat Pumps","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86432","SK 500P-250-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86504","SK 530P-111-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86503","SK 530P-750-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86502","SK 530P-550-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86501","SK 530P-370-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86500","SK 530P-250-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86499","SK 530P-221-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86498","SK 530P-151-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86497","SK 530P-111-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86496","SK 530P-750-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86495","SK 530P-550-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86494","SK 530P-370-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86493","SK 530P-250-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86492","SK 510P-112-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86491","SK 510P-751-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86490","SK 510P-551-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86489","SK 510P-401-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86488","SK 510P-301-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86487","SK 510P-221-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86486","SK 510P-151-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86485","SK 510P-111-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86484","SK 510P-750-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86483","SK 510P-550-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86482","SK 510P-370-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86481","SK 510P-250-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86480","SK 510P-221-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86479","SK 510P-151-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86478","SK 510P-111-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86477","SK 510P-750-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86476","SK 510P-550-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86475","SK 510P-370-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86474","SK 510P-250-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86450","SK 500P-112-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86449","SK 500P-751-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86448","SK 500P-551-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86447","SK 500P-401-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86446","SK 500P-301-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86445","SK 500P-221-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86444","SK 500P-151-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86443","SK 500P-111-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86442","SK 500P-750-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86441","SK 500P-550-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86440","SK 500P-370-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86439","SK 500P-250-340-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86438","SK 500P-221-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86437","SK 500P-151-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86436","SK 500P-111-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86435","SK 500P-750-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86434","SK 500P-550-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_1_86433","SK 500P-370-123-A","Appliances","Heat Recovery Ventilation Units","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_8_86432","SK 500P-250-123-A","Appliances","Heating, Ventilation and Air Conditioning (HVAC) Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_8_86504","SK 530P-111-340-A","Appliances","Heating, Ventilation and Air Conditioning (HVAC) Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_8_86503","SK 530P-750-340-A","Appliances","Heating, Ventilation and Air Conditioning (HVAC) Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_8_86502","SK 530P-550-340-A","Appliances","Heating, Ventilation and Air Conditioning (HVAC) Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_8_86501","SK 530P-370-340-A","Appliances","Heating, Ventilation and Air Conditioning (HVAC) Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_8_86500","SK 530P-250-340-A","Appliances","Heating, Ventilation and Air Conditioning (HVAC) Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_8_86499","SK 530P-221-123-A","Appliances","Heating, Ventilation and Air Conditioning (HVAC) Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
